Title,Year,Rating,Genre,Director,Writer,Language,Country
Holiday Road Trip,2013,PG,Comedy,Fred Olen Ray,Hanz Wasserburger,English,USA
Holidaze,2013,TV-14,Drama,Jerry Ciccoritti,Ann Gunder ,English,"USA, Canada"
Holla II,2013,R,Comedy,H.M. Coakley,H.M. Coakley,English,USA
Holy Ghost People,2013,R,Drama,Mitchell Altieri,Kevin Artigue,English,USA
Holy Terror,2013,TV-14,Drama,Thomas J. Wright,Eric Kripke ,English,USA
Home,2013,TV-14,Action,Jon Cassar,Eric Kripke ,English,USA
Home,2013,TV-MA,Drama,Seith Mann,Frank Darabont ,English,USA
Home Invasion,2013,TV-14,Action,Kenneth Fink,Greg Berlanti ,English,USA
Home Run,2013,PG-13,Drama,David Boyd,Brian Brightly,English,USA
Home Sweet Home,2013,Not Rated,Drama,John K.D. Graham,Andrew Boylan ,English,USA
Homefront,2013,R,Action,Gary Fleder,Sylvester Stallone ,English,USA
Homefront,2013,R,Action,Gary Fleder,Sylvester Stallone ,English,USA
Homegoings,2013,TV-PG,Documentary,Christine Turner,N/A,English,USA
Homerland,2013,TV-PG,Animation,Bob Anderson,Matt Groening ,English,USA
Homesick,2013,TV-14,Action,Terrence O'Hara,Donald P. Bellisario ,English,USA
Homosexual,2013,Not Rated,Documentary,Toby Ross,N/A,English,USA
Hookman,2013,TV-14,Action,Peter Weller,Alex Kurtzman ,English,USA
Hookman 2,2013,Not Rated,Comedy,Adam Dutch Durham,Adam Dutch Durham,English,USA
Ho'onani Makuakane,2013,TV-14,Action,Larry Teng,Roberto Orci ,English,USA
Ho'opio,2013,TV-14,Action,Steve Boyum,Roberto Orci ,English,USA
Hopeless,2013,Not Rated,Short,Eric Loubert,Eric Loubert,English,USA
Hopes Identity,2013,Not Rated,Drama,Christopher Ellis,Christopher Ellis,English,USA
Horns,2013,R,Drama,Alexandre Aja,Keith Bunin ,English,"USA, Canada"
Hostages,2013,TV-MA,Comedy,Chris Addison,Sean Gray ,English,USA
Hot Dog Cart: Part 1,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Hot Dog Cart: Part 2,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Hot or Not?,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Hot or Not?,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Hours,2013,PG-13,Drama,Eric Heisserer,Eric Heisserer,English,USA
House Hunting,2013,R,Mystery,Eric Hurt,Eric Hurt,English,USA
House of Dust,2013,R,Horror,A.D. Calvo,Alyssa Alexandria ,English,USA
House of Good and Evil,2013,Not Rated,Horror,David Mun,Blu de Golyer,English,USA
House of Good and Evil,2013,Not Rated,Horror,David Mun,Blu de Golyer,English,USA
House of the Rising Son,2013,TV-14,Drama,Brad Turner,Julie Plec ,English,USA
House Party: Tonight's the Night,2013,R,Comedy,Darin Scott,Don D. Scott,English,USA
Housekeeping,2013,PG-13,Thriller,Jennifer Harrington,Jennifer Harrington,English,USA
Housewarming,2013,TV-MA,Crime,Michael Uppendahl,Brett Johnson,English,USA
How Do You Like Me Now?,2013,TV-PG,Comedy,David Paymer,Leila Gerstein ,English,USA
How to Be a Man,2013,Not Rated,Comedy,Chadd Harbold,Bryan Gaynor,English,USA
How to Be a Man,2013,Not Rated,Comedy,Chadd Harbold,Bryan Gaynor,English,USA
Hugging the Now,2013,TV-PG,Comedy,Fred Savage,John R. Montgomery ,English,USA
Hunt,2013,TV-PG,Comedy,Rob Bowman,Andrew W. Marlowe ,English,USA
Hunt for the Labyrinth Killer,2013,TV-14,Drama,Hanelle M. Culpepper,Johnson Chan ,English,USA
Hunt for the Labyrinth Killer,2013,TV-14,Drama,Hanelle M. Culpepper,Johnson Chan ,English,USA
Hush Hush,2013,TV-14,Comedy,Amy Heckerling,Candace Bushnell ,English,USA
Hypnotika,2013,TV-MA,Comedy,Jim Wynorski,N/A,English,USA
I Ain't a Judas,2013,TV-MA,Drama,Greg Nicotero,Frank Darabont ,English,USA
I Am Britney Jean,2013,TV-14,Documentary,Fenton Bailey,Craig Constantine ,English,USA
I Am Divine,2013,Not Rated,Documentary,Jeffrey Schwarz,N/A,English,USA
I Bet It Stung,2013,TV-14,Drama,Mark Jackson,Shonda Rhimes ,English,USA
I Get Ideas,2013,TV-MA,Comedy,Lena Dunham,Jennifer Konner,English,USA
I Get Ideas,2013,TV-MA,Comedy,Lena Dunham,Jennifer Konner,English,USA
I Get Ideas,2013,TV-MA,Comedy,Lena Dunham,Jennifer Konner,English,USA
I Know What You Did Last Summer,2013,TV-14,Drama,Lance Anderson,Kevin Williamson ,English,USA
I Razor,2013,Not Rated,Fantasy,Todd Tobias,Todd Tobias,English,USA
I Run to You,2013,TV-PG,Comedy,Brandi Bradburn,Leila Gerstein ,English,USA
I Spit on Your Grave 2,2013,R,Crime,Steven R. Monroe,Neil Elman,"English, Bulgarian",USA
I Think I Banged Lucille Ball,2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
I Think I'm Gonna Like It Here,2013,TV-14,Drama,John F. Showalter,Eric Kripke ,English,USA
I Want You to Want Me,2013,TV-14,Comedy,Roger Kumble,Aaron Korsh ,English,USA
I Want You with Me,2013,TV-14,Drama,Chandra Wilson,Shonda Rhimes ,English,USA
Ian Bagg: Getting to F**king Know You,2013,TV-MA,Comedy,Scott L. Montoya,N/A,English,USA
ICE Agent Special,2013,TV-14,Talk-Show,Kristina Michelle,Kristina Michelle,English,USA
Identity,2013,TV-PG,Drama,Charlie Stratton,Mike Kelley ,English,USA
Identity,2013,TV-14,Action,Nick Copus,Greg Berlanti ,English,USA
Identity Crisis,2013,TV-14,Comedy,Jann Turner,Candace Bushnell ,English,USA
Identity Thief,2013,R,Comedy,Seth Gordon,Craig Mazin ,English,USA
Idle Hands,2013,TV-14,Drama,David Greenspan,Shonda Rhimes ,English,USA
If Tomorrow Never Comes,2013,TV-PG,Comedy,James Hayman,Leila Gerstein ,English,USA
I'll Be Your Meyer Lansky,2013,TV-14,Comedy,Jackson Douglas,Amy Sherman-Palladino ,English,USA
I'll Lay My Monsters Down,2013,TV-MA,Comedy,Stephen Hopkins,Tom Kapinos ,English,USA
I'll Make You Famous,2013,Not Rated,Short,Jesse James Hennessy,Jesse James Hennessy,English,USA
Illumination,2013,TV-PG,Drama,Bobby Roth,Mike Kelley ,English,USA
I'm in Love with a Church Girl,2013,PG,Drama,Steve Race,Galley Molina,English,USA
I'm Moving On,2013,TV-PG,Comedy,Janice Cooke,Leila Gerstein ,English,USA
I'm Not That Guy,2013,TV-14,Comedy,Michael Lembeck,Dan Berendsen ,English,USA
Imi Loko Ka 'Uhane,2013,TV-14,Action,Bryan Spicer,Roberto Orci ,English,USA
Impact,2013,TV-PG,Crime,Jonathan Frakes,Shane Brennan ,English,USA
Imperfect Circles,2013,TV-14,Drama,Miguel Sapochnik,Brian K. Vaughan ,English,USA
In a World...,2013,R,Comedy,Lake Bell,Lake Bell,English,USA
In Care Of,2013,TV-14,Drama,Matthew Weiner,Matthew Weiner ,English,USA
In Extremis,2013,TV-14,Action,Chris Fisher,Jonathan Nolan ,English,USA
In Secret,2013,R,Crime,Charlie Stratton,Neal Bell ,English,USA
In the Blood,2013,TV-14,Crime,Michael Lange,Jeff Davis ,English,USA
In the Blood,2013,TV-14,Drama,Sam Hill,Rockne S. O'Bannon ,English,USA
In the Clouds,2013,TV-MA,Comedy,David Von Ancken,Tom Kapinos ,English,USA
In the Evening,2013,TV-MA,Drama,Scott Winant,Alan Ball ,English,USA
In the Name of the Brother,2013,TV-PG,Adventure,Milan Cheylov,Edward Kitsis ,English,USA
In Their Shoes,2013,Not Rated,Short,W. Mark Dendy,W. Mark Dendy,English,USA
In Too Deep,2013,TV-PG,Drama,Danny Cannon,Greg Berlanti ,English,USA
InAPPropriate Comedy,2013,R,Comedy,Vince Offer,Ken Pringle,English,USA
Indian Takers,2013,TV-PG,Comedy,Mitchell Hurwitz,Mitchell Hurwitz ,English,USA
Indifference,2013,TV-14,Drama,Tricia Brock,Frank Darabont ,English,USA
Inequality for All,2013,PG,Documentary,Jacob Kornbluth,N/A,English,USA
Inevitability,2013,TV-14,Action,Mark C. Baldwin,Craig Silverstein ,English,USA
Infected,2013,TV-14,Drama,Guy Ferland,Frank Darabont ,English,USA
Infinite Santa 8000,2013,Not Rated,Animation,Michael Neel,Greg Ansin,English,USA
Infliction,2013,Not Rated,Horror,Jack Thomas Smith,Jack Thomas Smith,English,USA
Informative Murder Porn,2013,TV-MA,Animation,Trey Parker,Trey Parker,English,USA
Inhumans,2013,Not Rated,Animation,Carl Upsdell,Paul Jenkins,English,USA
Innocence,2013,PG-13,Adventure,Hilary Brougher,Hilary Brougher ,English,USA
Insatiable,2013,TV-14,Drama,Lee Rose,Sherri Cooper-Landsman ,English,USA
Inside Job,2013,TV-14,Comedy,Rob Schiller,Bob Young ,English,USA
Inside Llewyn Davis,2013,R,Drama,Ethan Coen,Joel Coen,English,"USA, UK, France"
Insidious: Chapter 2,2013,PG-13,Horror,James Wan,Leigh Whannell ,English,"USA, Canada"
Instinct,2013,TV-14,Drama,Jennifer Chambers Lynch,D. Brent Mote ,English,USA
Interfase 551,2013,Not Rated,Short,Carlos Ramirez-Torres,Baraciel Almada,Spanish,USA
Interior. Leather Bar.,2013,Not Rated,Drama,James Franco,Travis Mathews,English,USA
Internment,2013,TV-14,Drama,David Boyd,Frank Darabont ,English,USA
Interns,2013,TV-PG,Comedy,Michael Patrick Jann,Will Gluck ,English,USA
Interns,2013,TV-PG,Comedy,Michael Patrick Jann,Will Gluck ,English,USA
Intersection,2013,Not Rated,Short,Benjamin Garst,Benjamin Garst,N/A,USA
Intersection,2013,TV-14,Action,Dwight H. Little,Craig Silverstein ,English,USA
Inventing Adam,2013,PG-13,Comedy,Richie Adams,Richie Adams,English,USA
Invisible Hand,2013,TV-14,Action,Dwight H. Little,Craig Silverstein ,English,USA
Invisible Leash,2013,TV-14,Drama,Jason Ensler,Alon Aranya ,English,USA
Invisible Leash,2013,TV-14,Drama,Jason Ensler,Alon Aranya ,English,USA
Invitation to an Inquest,2013,TV-14,Crime,Kevin Hooks,Robert King ,English,USA
Involuntary,2013,TV-MA,Drama,Jennifer Getzinger,Michelle Ashford ,English,USA
Iron Curtain Rising,2013,TV-14,Crime,Tony Wharmby,Shane Brennan ,English,USA
Iron Man & Hulk: Heroes United,2013,PG,Animation,Eric Radomski,Brandon Auman,English,USA
Iron Man 3,2013,PG-13,Action,Shane Black,Drew Pearce ,English,"USA, China"
Islands in the Stream,2013,TV-PG,Comedy,Joe Lazarov,Leila Gerstein ,English,USA
Isolation,2013,TV-14,Drama,Daniel Sackheim,Frank Darabont ,"English, French",USA
It Has Begun...,2013,TV-PG,Comedy,Chris Koch,Kirker Butler,English,USA
It's a Shame About Ray,2013,TV-MA,Comedy,Jesse Peretz,Lena Dunham,English,USA
It's a Shame About Ray,2013,TV-14,Drama,Stefan Pleszczynski,Toby Whithouse ,English,"Canada, USA"
It's About Time,2013,TV-MA,Comedy,Lena Dunham,Lena Dunham,English,USA
It's Back,2013,TV-MA,Comedy,Jesse Peretz,Lena Dunham,English,USA
It's Handled,2013,TV-14,Drama,Tom Verica,Shonda Rhimes ,English,USA
It's Not a Mint,2013,TV-14,Comedy,Daniel Palladino,Amy Sherman-Palladino ,English,USA
It's Not About the Nail,2013,Not Rated,Short,Jason Headley,Jason Headley,English,USA
It's Your Legacy,2013,Not Rated,Drama,Chris Hollo,Chris Hollo ,English,USA
Jack the Giant Killer,2013,Not Rated,Action,Mark Atkins,Mark Atkins ,English,USA
Jack the Giant Slayer,2013,PG-13,Adventure,Bryan Singer,Darren Lemke ,English,USA
Jackass Presents: Bad Grandpa,2013,R,Comedy,Jeff Tremaine,Johnny Knoxville ,English,USA
Jailbait,2013,TV-MA,Crime,Jared Cohn,Jared Cohn ,English,USA
Jake Squared,2013,R,Comedy,Howard Goldberg,Howard Goldberg,English,USA
James Bond 007 Vs. The Joker,2013,Not Rated,Animation,Michael Horvath,Michael Horvath ,English,USA
Java Heat,2013,R,Action,Conor Allyn,Conor Allyn ,"English, Indonesian",USA
Jaz,2013,Not Rated,Short,Greg W. Locke,Greg W. Locke,English,USA
Je Ne Sais What?,2013,TV-14,Crime,Matt Shakman,Robert King ,English,USA
Jenga Unchained,2013,Not Rated,Short,Evan Watkins,Owen Robinson,English,USA
Jewtholic,2013,Not Rated,Short,Satie Gossett,Beate Antares,English,USA
Jim Norton: American Degenerate,2013,TV-MA,Comedy,Shannon Hartman,Jim Norton,English,USA
Jimi: All Is by My Side,2013,R,Biography,John Ridley,John Ridley ,English,"UK, Ireland, USA"
Jobs,2013,PG-13,Biography,Joshua Michael Stern,Matt Whiteley,English,"USA, Switzerland"
Jodi Arias: Dirty Little Secret,2013,TV-14,Drama,Jace Alexander,Richard Blaney,English,USA
Jodorowsky's Dune,2013,PG-13,Documentary,Frank Pavich,N/A,"English, French, German, Spanish","USA, France"
Joe,2013,R,Drama,David Gordon Green,Larry Brown ,English,USA
Joe Estevez Special,2013,TV-14,Talk-Show,Kristina Michelle,N/A,English,USA
John Doe,2013,TV-14,Adventure,Ernest R. Dickerson,Roberto Orci ,English,USA
John Hodgman: Ragnarok,2013,TV-14,Comedy,Lance Bangs,John Hodgman,English,USA
Journey to the South Pacific,2013,G,Documentary,Stephen Judson,Stephen Judson,English,USA
Jr. Newsreaders,2013,TV-MA,Comedy,Osmany Rodriguez,Wyatt Cenac,English,USA
Jug Face,2013,R,Drama,Chad Crawford Kinkle,Chad Crawford Kinkle,English,USA
Justice in Star-Spangled Hot Pants,2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
Justice League: The Flashpoint Paradox,2013,PG-13,Animation,Jay Oliva,Bill Finger ,English,USA
Justin Bieber's Believe,2013,PG,Documentary,Jon M. Chu,Sarah Landman,English,USA
Ka 'oia'i'o ma loko,2013,TV-14,Action,Duane Clark,Peter M. Lenkov ,English,USA
Kapu,2013,TV-14,Action,Steven DePaul,Roberto Orci ,English,USA
Kathy Griffin: Calm Down Gurrl,2013,TV-14,Comedy,Paul Miller,Kathy Griffin,English,USA
Kathy Griffin: Kennedie Center On-Hers,2013,TV-14,Comedy,Paul Miller,N/A,English,USA
Kathy Griffin: Record Breaker,2013,TV-14,Comedy,Paul Miller,Kathy Griffin,English,USA
Keaton,2013,TV-14,Comedy,David Katzenberg,Elizabeth Meriwether ,English,USA
Keep Your Enemies Closer,2013,TV-14,Action,Guy Norman Bee,Greg Berlanti ,English,USA
Kekoa,2013,TV-14,Action,Larry Teng,Alex Kurtzman ,English,USA
Kelly Clarkson's Cautionary Christmas Music Tale,2013,TV-PG,Comedy,Hamish Hamilton,N/A,English,USA
Kerry Washington/Eminem,2013,TV-PG,Comedy,Don Roy King,Seth Meyers ,English,USA
Kevin Hart: Let Me Explain,2013,R,Documentary,Leslie Small,N/A,English,USA
Kids for Cash,2013,PG-13,Documentary,Robert May,N/A,English,USA
Kill House,2013,TV-14,Crime,Larry Teng,Shane Brennan ,English,USA
Kill Your Darlings,2013,R,Biography,John Krokidas,Austin Bunn ,English,USA
Killer Holiday,2013,R,Horror,Marty Thomas,Marty Thomas ,English,USA
Killer Reality,2013,Not Rated,Thriller,Jeff Fisher,Ken Brisbois,English,USA
Killing Season,2013,R,Action,Mark Steven Johnson,Evan Daugherty,"English, Serbian","USA, Belgium"
Killing Season,2013,R,Action,Mark Steven Johnson,Evan Daugherty,"English, Serbian","USA, Belgium"
King's Faith,2013,PG-13,Drama,Nicholas DiBella,Nicholas DiBella,English,USA
Kink,2013,Not Rated,Documentary,Christina Voros,N/A,English,USA
Kiss of the Muse,2013,TV-14,Drama,Tawnia McKiernan,Stephen Carpenter ,English,USA
Kiss Yesterday Goodbye,2013,TV-14,Comedy,Andy Wolk,Candace Bushnell ,English,USA
Kissed by Fire,2013,TV-MA,Adventure,Alex Graves,George R.R. Martin ,English,USA
Kissing Lying Crying,2013,Not Rated,Short,Eli Consilvio,Eli Consilvio,English,USA
Kitumba,2013,TV-PG,Action,Vic Mignogna,John Meredyth Lucas ,English,USA
Knight Vision,2013,TV-PG,Comedy,Pamela Fryman,Carter Bays ,English,USA
Knight Vision,2013,TV-PG,Comedy,Pamela Fryman,Carter Bays ,English,USA
Knights of Badassdom,2013,R,Action,Joe Lynch,Kevin Dreyfuss ,English,USA
Krampus Special,2013,TV-14,Talk-Show,Ray Szuch,N/A,English,USA
Kristen Schaal: Live at the Fillmore,2013,TV-14,Comedy,Ryan Polito,N/A,English,USA
Kristin's Christmas Past,2013,TV-PG,Comedy,Jim Fall,Rachel Stuhler,English,USA
Kumail Nanjiani: Beta Male,2013,TV-MA,Comedy,Marcus Raboy,Kumail Nanjiani,English,USA
Kung Foolishness: Part 1,2013,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Kung Foolishness: Part 2,2013,Not Rated,Comedy,Matthew Page,Matthew Page ,English,USA
Kupouli 'la,2013,TV-14,Action,John Terlesky,Peter M. Lenkov ,English,USA
Kupu'eu,2013,TV-14,Action,Jeffrey G. Hunt,Peter M. Lenkov ,English,USA
Labor Day,2013,PG-13,Drama,Jason Reitman,Jason Reitman ,English,USA
Labor Pains,2013,TV-PG,Animation,Matthew Faughnan,Matt Groening ,English,USA
Lacey,2013,TV-PG,Adventure,Milan Cheylov,Edward Kitsis ,English,USA
Lady Gaga & the Muppets' Holiday Spectacular,2013,TV-PG,Comedy,Gregg Gelfand,Paul Greenberg ,English,USA
Lady Killer,2013,TV-14,Action,Omar Madha,Jonathan Nolan ,English,USA
LARP and the Real Girl,2013,TV-14,Drama,Jeannot Szwarc,Eric Kripke ,English,USA
Larry Bird Presents an Oscar-Winning Film by Larry Bird,2013,TV-PG,Comedy,Lev L. Spiro,Dan Fogelman ,English,USA
Last Flight of the Champion,2013,PG,Animation,E. Thomas Ewing,E. Thomas Ewing,English,USA
Last Supper,2013,TV-14,Crime,Frank Waldeck,Anthony E. Zuiker ,English,USA
Last Time in New York,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
Last Vegas,2013,PG-13,Comedy,Jon Turteltaub,Dan Fogelman,English,USA
Last Woman Standing,2013,TV-14,Crime,Brad Tanenbaum,Anthony E. Zuiker ,English,USA
Late Submission,2013,Not Rated,Short,Chad Farmer,Chad Farmer,English,USA
Lawson Translation,2013,TV-PG,Comedy,Emile Levisetti,Andrew Lenchewski ,English,USA
League of Assassins,2013,TV-14,Action,Wendey Stanzler,Greg Berlanti ,English,USA
Lee Daniels' The Butler,2013,PG-13,Biography,Lee Daniels,Danny Strong,English,USA
Legal Aspects of Filmmaking 3,2013,TV-14,Talk-Show,Ryan Colegrove,N/A,English,USA
Legendary Sandwich; Pie Bros,2013,TV-PG,Animation,Luke Cormican,Will Friedle,English,USA
Legends of Oz: Dorothy's Return,2013,PG,Animation,Will Finn,Roger S. Baum ,English,"USA, India"
Legitimate Rape,2013,TV-14,Crime,Jonathan Herron,Dick Wolf ,English,USA
Legs,2013,TV-MA,Animation,Bryan Fordney,Adam Reed ,English,USA
Lesbian Request Denied,2013,TV-MA,Comedy,Jodie Foster,Jenji Kohan ,N/A,USA
"Let Go, Let Gov",2013,TV-MA,Animation,Trey Parker,Trey Parker,English,USA
Let It Snow,2013,TV-G,Drama,Harvey Frost,Harvey Frost ,English,USA
Let Me Go,2013,TV-14,Crime,Nick Gomez,Kevin Williamson ,English,USA
Let the Games Begin,2013,TV-14,Drama,Sergio Mimica-Gezzan,Brian K. Vaughan ,English,USA
Lethe,2013,TV-14,Action,Richard J. Lewis,Jonathan Nolan ,English,USA
Leviathan,2013,TV-14,Drama,Nelson McCormick,Tim Kring ,"English, Hebrew",USA
Liars All,2013,R,Thriller,Brian Brightly,Brian Brightly ,English,USA
Liberty,2013,TV-14,Action,Chris Fisher,Jonathan Nolan ,"English, Spanish",USA
Liberty,2013,TV-14,Drama,P.J. Pesce,J.J. Abrams ,English,"USA, Canada"
Lie with Me,2013,TV-14,Comedy,Alfonso Gomez-Rejon,Candace Bushnell ,English,USA
Life Matters,2013,TV-MA,Drama,Romeo Tirone,Alan Ball ,English,USA
Life of a King,2013,PG-13,Drama,Jake Goldberger,Jake Goldberger,English,USA
Life of Crime,2013,R,Comedy,Daniel Schechter,Elmore Leonard ,English,USA
Life's a Beach,2013,TV-14,Comedy,Michael Zinberg,Rob Thomas ,English,USA
"Like Father, Like Daughter",2013,TV-PG,Comedy,Paul Holahan,Andrew W. Marlowe ,English,USA
Lilith,2013,Not Rated,Short,Ryan McGilloway,Ryan McGilloway,English,USA
Line of Duty,2013,R,Action,Bryan Ramirez,Bryan Ramirez ,"English, Spanish",USA
Linsanity,2013,PG,Documentary,Evan Leong,Aaron Strongoni ,"English, Mandarin",USA
Little Red,2013,Not Rated,Short,Scott Crain,Harold Bagwell,English,USA
Little Red Corvette,2013,TV-14,Crime,Randall Zisk,Bruno Heller ,English,USA
Live and Let Dine,2013,TV-MA,Animation,Bryan Fordney,Adam Reed ,English,USA
Live Bait,2013,TV-14,Drama,Michael Uppendahl,Frank Darabont ,English,USA
Live Finale,2013,TV-PG,Game-Show,Alan Carter,N/A,English,USA
Living Dark: The Story of Ted the Caver,2013,PG-13,Horror,David Hunt,David Hunt,English,USA
Locke,2013,R,Drama,Steven Knight,Steven Knight ,English,"UK, USA"
Logos,2013,Not Rated,Drama,Michael Sorokorensky,Paul Hine,English,USA
Lokhay,2013,TV-14,Crime,Diana Valentine,Shane Brennan ,English,USA
Lone Gunman,2013,Not Rated,Short,Geno McGahee,Geno McGahee,English,USA
Lone Survivor,2013,R,Action,Peter Berg,Peter Berg,"English, Pushto",USA
Longshot,2013,TV-14,Drama,Nick Gomez,Nicholas Wootton ,English,USA
Looking Over Jordan,2013,TV-G,Documentary,Ed Jones,Ed Jones,English,USA
Loss,2013,Not Rated,Short,Tim Sparks,N/A,English,USA
Lost & Found,2013,TV-14,Drama,Howard Deutch,D. Brent Mote ,English,USA
Lost Girl,2013,TV-PG,Adventure,Ron Underwood,Edward Kitsis ,English,USA
Lost Souls,2013,TV-14,Crime,David Von Ancken,Christopher Murphey ,English,USA
Louder Than Words,2013,PG-13,Drama,Anthony Fabian,Benjamin Chapin,English,USA
Louder Than Words,2013,PG-13,Drama,Anthony Fabian,Benjamin Chapin,English,USA
Louis C.K. Oh My God,2013,TV-MA,Comedy,Louis C.K.,Louis C.K.,English,USA
Love and Honor,2013,PG-13,Drama,Danny Mooney,Jim Burnstein,English,USA
Love and Marriage,2013,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
Love Hurts,2013,TV-14,Crime,Adam Davidson,Kevin Williamson ,English,USA
Love Story,2013,TV-14,Action,Helen Shaver,Eric Kripke ,English,USA
Lovelace,2013,R,Biography,Rob Epstein,Andy Bellin,English,USA
Lovesick Blues,2013,TV-PG,Comedy,Ron Lagomarsino,Leila Gerstein ,English,USA
Lucky Horseshoe?,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Lucky Them,2013,R,Drama,Megan Griffiths,Huck Botko ,English,USA
Luminosity,2013,Not Rated,Thriller,Nathan Doyle Blak,Nathan Doyle Blak,English,USA
Luna Park,2013,Not Rated,Drama,Steven Vasquez,Steven Vasquez,"English, French",USA
Lust,2013,Not Rated,Short,Keith Voigt Jr.,Keith Voigt Jr.,English,USA
M Is for Meat Pie,2013,Not Rated,Short,Andrew Peters,Andrew Peters,English,USA
M is for Mime Time,2013,Not Rated,Short,John Borowski,John Borowski,English,USA
M Is for Monastery,2013,Not Rated,Short,Jeff Wedding,Jeff Wedding,English,USA
M Is for Monotheist,2013,Not Rated,Short,Jennifer Valdes,Charles Lupula,English,USA
M.,2013,TV-14,Crime,John Polson,Robert Doherty ,English,USA
M.E. Time,2013,TV-14,Comedy,Troy Miller,Daniel J. Goor ,English,USA
Machete Kills,2013,R,Action,Robert Rodriguez,Kyle Ward ,"English, Spanish","Russia, USA"
Mad Dogs and Englishmen,2013,TV-MA,Comedy,Adam Bernstein,Tom Kapinos ,English,USA
Mad Love,2013,TV-14,Crime,Henry Bronchtein,Kevin Williamson ,English,USA
Madness Ends,2013,TV-MA,Drama,Alfonso Gomez-Rejon,Ryan Murphy ,English,USA
Madonna: The MDNA Tour,2013,Not Rated,Documentary,Stephane Sennour,N/A,English,USA
Magic Magic,2013,R,Thriller,Sebastian Silva,Sebasti�n Silva,"English, Spanish","Chile, USA"
